#	C	H	O	N	S
CP012598_324	884	1856	468	262	7
CP012598_325	1888	3846	971	542	26
CP012598_326	1253	2465	616	375	6
CP012598_327	1497	2875	635	361	13
CP012598_328	2256	4475	1067	593	9
CP012598_329	4038	7779	2075	1075	18
CP012598_330	768	1611	405	231	7
CP012598_331	1563	3227	824	443	20
CP012598_332	771	1525	361	205	8
CP012598_333	1236	2501	630	361	9
CP012598_334	966	1944	470	270	6
CP012598_335	1559	3149	788	439	13
CP012598_336	2842	5467	1475	739	21
CP012598_337	3639	7015	1766	957	35
CP012598_338	676	1276	318	176	4
CP012598_339	2150	4279	1037	637	14
CP012598_340	418	844	223	108	6
CP012598_341	1111	2219	573	305	12
CP012598_342	2825	5636	1424	772	19
CP012598_343	1196	2326	562	326	8
CP012598_344	609	1281	320	179	11
CP012598_345	1329	2666	673	344	2
CP012598_346	1081	2179	492	269	10
CP012598_347	1655	3390	851	466	12
CP012598_348	922	1814	467	250	11
CP012598_349	1309	2637	657	347	6
CP012598_350	1905	3814	879	464	11
CP012598_351	1252	2461	630	363	10
CP012598_352	2180	4445	1123	649	17
CP012598_353	1295	2499	616	343	12
CP012598_354	772	1510	383	224	7
CP012598_355	1216	2425	613	341	11
CP012598_356	1692	3429	871	483	7
CP012598_357	1685	3224	795	470	9
CP012598_358	3163	6186	1535	890	19
CP012598_359	850	1668	408	236	4
CP012598_360	1348	2640	682	382	12
CP012598_361	1495	2906	776	416	11
CP012598_362	4245	8596	2160	1198	27
CP012598_363	869	1771	453	241	6
CP012598_364	2509	4870	1260	682	18
CP012598_365	786	1535	407	211	5
CP012598_366	784	1538	407	210	6
CP012598_367	2289	4453	1093	619	10
CP012598_368	750	1473	373	183	8
CP012598_369	1337	2519	618	389	10
CP012598_370	427	822	209	112	4
CP012598_371	6638	12868	3431	1956	30
CP012598_372	850	1635	399	217	7
CP012598_373	837	1610	388	210	7
CP012598_374	303	628	161	96	2
CP012598_375	495	964	231	140	4
CP012598_376	758	1498	381	214	4
CP012598_377	1430	2750	659	416	15
CP012598_378	220	423	107	63	5
CP012598_379	1645	3207	783	443	8
CP012598_380	1164	2238	588	300	6
CP012598_381	680	1362	334	186	2
CP012598_382	1299	2526	623	376	8
CP012598_383	4009	8007	1949	1103	32
CP012598_384	919	1850	471	260	8
CP012598_385	1285	2479	620	353	14
CP012598_386	1276	2428	606	326	13
CP012598_387	1761	3543	854	507	13
CP012598_388	1836	3670	917	540	14
CP012598_389	1004	2027	497	311	9
CP012598_390	2327	4667	1195	631	17
CP012598_391	764	1508	368	208	6
CP012598_392	2106	4080	1016	590	21
CP012598_393	717	1349	337	185	6
CP012598_394	1715	3288	906	456	7
CP012598_395	1704	3520	891	510	10
CP012598_396	1946	4034	1017	562	19
CP012598_397	1350	2642	645	412	17
CP012598_398	391	814	216	110	3
CP012598_399	2100	4074	944	488	22
CP012598_400	2265	4555	1158	641	22
CP012598_401	1022	2020	507	282	9
CP012598_402	1449	2833	732	391	12
CP012598_403	1524	2945	738	413	15
CP012598_404	1595	3168	785	452	13
CP012598_405	447	896	216	138	2
CP012598_406	1293	2581	617	347	6
CP012598_407	2132	4116	1092	554	10
CP012598_408	4161	8104	2137	1200	19
CP012598_409	1272	2497	615	337	7
CP012598_410	792	1635	453	209	6
CP012598_411	2596	5119	1260	685	17
CP012598_412	1265	2479	621	323	11
CP012598_413	1138	2180	515	302	11
CP012598_414	2352	4764	1193	688	12
CP012598_415	5168	10337	2512	1363	36
CP012598_416	1928	3972	982	562	13
CP012598_417	3579	7344	1817	974	25
CP012598_418	746	1526	375	238	7
CP012598_419	293	611	157	85	5
CP012598_420	2172	4139	952	527	22
CP012598_421	3284	6376	1654	876	13
CP012598_422	5039	9891	2505	1409	23
CP012598_423	2443	4634	1087	612	22
CP012598_424	1780	3366	772	418	11
CP012598_425	1655	3258	810	480	19
CP012598_426	2689	5410	1321	768	15
CP012598_427	1410	2852	723	396	10
CP012598_428	1916	3788	961	536	14
CP012598_429	2405	4739	1186	657	20
CP012598_430	3104	6074	1535	850	22
CP012598_431	1552	3131	802	433	21
CP012598_432	1062	2115	512	291	9
CP012598_433	2205	4087	954	535	12
CP012598_434	1745	3506	894	484	10
CP012598_435	1166	2290	562	344	12
CP012598_436	2018	4035	916	511	21
CP012598_437	433	899	216	123	4
CP012598_438	1868	3705	865	527	22
CP012598_439	1241	2555	640	333	18
CP012598_440	876	1765	445	245	7
CP012598_441	1095	2243	552	293	9
CP012598_442	1498	3045	754	409	18
CP012598_443	1411	2849	740	407	11
CP012598_444	1970	3828	874	466	22
CP012598_445	5122	10352	2664	1540	17
CP012598_446	2220	4378	1044	636	16
CP012598_447	2158	4278	998	526	17
CP012598_448	2355	4556	1038	576	22
CP012598_449	3104	5915	1473	895	20
CP012598_450	1001	1938	493	270	8
CP012598_451	1038	1935	474	295	7
CP012598_452	1776	3475	872	473	10
CP012598_453	1883	3691	924	533	21
CP012598_454	538	1100	257	138	6
CP012598_455	1605	3213	777	415	13
CP012598_456	586	1170	292	152	6
CP012598_457	1177	2353	564	357	8
CP012598_458	188	359	80	49	1
CP012598_459	1509	2714	726	378	5
CP012598_460	749	1518	371	220	10
CP012598_461	1738	3519	877	523	17
CP012598_462	711	1468	375	194	2
CP012598_463	705	1405	345	191	3
CP012598_464	1569	3091	803	419	11
CP012598_465	911	1700	388	226	12
CP012598_466	1599	3175	809	455	9
CP012598_467	3019	6016	1500	816	27
CP012598_468	1398	2864	731	404	11
CP012598_469	386	776	212	108	1
CP012598_470	2445	4866	1198	684	14
CP012598_471	1328	2624	601	326	13
CP012598_472	1462	2924	661	346	14
CP012598_473	1787	3623	877	511	11
CP012598_474	1638	3215	834	439	5
CP012598_475	1225	2410	593	344	10
CP012598_476	1790	3529	901	489	19
CP012598_477	1281	2524	636	354	10
CP012598_478	930	1890	472	248	7
CP012598_479	1496	2965	751	423	15
CP012598_480	809	1642	413	228	2
CP012598_481	550	1075	250	131	12
CP012598_482	1052	1993	471	261	14
CP012598_483	1602	3110	771	410	18
CP012598_484	2501	4875	1129	611	21
CP012598_485	533	1039	261	147	4
CP012598_486	2111	4274	1104	582	11
CP012598_487	2037	4165	1058	557	12
CP012598_488	3845	7890	1950	1076	36
CP012598_489	403	857	215	119	1
CP012598_490	2992	6060	1574	830	15
CP012598_491	671	1334	334	184	4
CP012598_492	1124	2226	566	316	13
CP012598_493	2923	5657	1374	819	20
CP012598_494	1325	2627	657	383	18
CP012598_495	1723	3360	859	484	15
CP012598_496	784	1551	377	203	10
CP012598_497	2962	5885	1425	829	27
CP012598_498	2921	5883	1428	811	21
CP012598_499	554	1134	274	146	2
CP012598_500	2046	4064	967	510	20
CP012598_501	1448	2804	698	396	6
CP012598_502	508	1015	247	153	1
CP012598_503	441	846	216	122	1
CP012598_504	238	504	104	86	3
CP012598_505	889	1773	444	251	11
CP012598_506	383	758	184	104	4
CP012598_507	642	1229	319	173	6
CP012598_508	5139	10242	2538	1320	42
CP012598_509	1845	3829	988	527	5
CP012598_510	1111	2214	538	304	11
CP012598_511	1573	3121	765	435	14
CP012598_512	891	1812	429	284	5
CP012598_513	909	1826	446	236	2
CP012598_514	3102	6335	1579	903	18
CP012598_515	932	1914	496	272	14
CP012598_516	3172	6229	1610	869	13
CP012598_517	1035	2109	531	289	7
CP012598_518	1609	3176	786	434	15
CP012598_519	1645	3156	804	446	18
CP012598_520	2145	4210	1084	588	19
CP012598_521	2714	5534	1302	688	23
CP012598_522	1322	2642	630	368	11
CP012598_523	3875	7973	2006	1081	32
CP012598_524	673	1372	348	204	7
CP012598_525	1480	3051	755	411	14
CP012598_526	1138	2275	560	313	6
CP012598_527	1239	2511	619	357	13
CP012598_528	1057	2029	490	281	6
CP012598_529	1067	2213	560	319	4
CP012598_530	4073	8100	1885	1084	33
CP012598_531	1334	2686	668	356	6
CP012598_532	1617	3337	804	471	8
CP012598_533	1098	2215	508	273	7
CP012598_534	1830	3605	887	541	15
CP012598_535	1551	3047	746	415	11
CP012598_536	810	1566	399	224	5
CP012598_537	1288	2636	662	366	8
CP012598_538	2879	5755	1428	793	33
CP012598_539	1307	2530	643	356	11
CP012598_540	2042	4060	973	492	25
CP012598_541	2475	4777	1113	591	20
CP012598_542	2193	4374	1121	610	25
CP012598_543	2203	4325	979	539	25
CP012598_544	1706	3554	900	488	18
CP012598_545	2004	3955	1014	559	21
CP012598_546	1694	3353	850	465	15
CP012598_547	1326	2598	642	382	11
CP012598_548	1405	2856	708	386	11
CP012598_549	1750	3465	861	489	11
CP012598_550	789	1598	404	222	5
CP012598_551	1216	2383	572	343	10
CP012598_552	801	1562	409	220	8
CP012598_553	2302	4488	1158	650	24
CP012598_554	326	673	169	91	3
CP012598_555	1367	2802	694	384	9
CP012598_556	820	1683	455	223	6
CP012598_557	858	1703	417	237	8
CP012598_558	4229	8188	2172	1188	15
CP012598_559	1612	3180	825	428	12
CP012598_560	799	1612	417	218	5
CP012598_561	1057	2127	516	287	6
CP012598_562	1247	2480	585	362	7
CP012598_563	522	1018	261	130	4
CP012598_564	1049	2066	483	294	13
CP012598_565	1592	3107	742	407	9
CP012598_566	633	1187	275	147	9
CP012598_567	544	1119	259	165	2
CP012598_568	1384	2785	680	395	11
CP012598_569	2105	4285	1078	591	13
CP012598_570	1974	4004	1005	596	10
CP012598_571	2397	4628	1058	594	21
CP012598_572	2128	4218	997	564	13
CP012598_573	1651	3180	815	442	11
CP012598_574	1439	2830	678	374	14
CP012598_575	1195	2429	556	289	13
CP012598_576	754	1545	375	205	4
CP012598_577	707	1419	374	193	5
CP012598_578	1070	2106	540	288	7
CP012598_579	964	1910	480	272	11
CP012598_580	602	1166	282	174	3
CP012598_581	1851	3598	919	514	18
CP012598_582	1157	2312	557	340	4
CP012598_583	2053	3927	982	585	12
CP012598_584	373	685	181	101	4
CP012598_585	6359	12496	3140	1744	44
CP012598_586	1892	3807	935	513	12
CP012598_587	1272	2597	645	367	9
CP012598_588	1593	3268	742	418	19
CP012598_589	1562	3236	755	406	11
CP012598_590	1540	3086	771	424	3
CP012598_591	1903	3781	957	533	13
CP012598_592	2635	5217	1313	745	17
CP012598_593	1440	2819	703	387	17
CP012598_594	1169	2361	609	327	10
CP012598_595	642	1308	330	196	10
CP012598_596	3497	6851	1602	849	38
CP012598_597	1788	3531	871	493	7
CP012598_598	1930	3775	932	521	14
CP012598_599	1553	3068	750	404	11
CP012598_600	933	1808	470	242	5
CP012598_601	2475	5032	1283	680	15
CP012598_602	972	1865	478	241	4
CP012598_603	3789	7314	1845	1012	41
CP012598_604	908	1773	448	263	21
CP012598_605	1296	2554	568	322	13
CP012598_606	700	1407	347	205	6
CP012598_607	2001	3943	985	547	15
CP012598_608	652	1321	344	183	7
CP012598_609	2506	4866	1106	588	24
CP012598_610	1438	2889	711	421	15
CP012598_611	884	1784	440	262	8
CP012598_612	2383	4876	1245	706	17
CP012598_613	1440	2951	746	427	7
CP012598_614	469	977	245	135	3
CP012598_615	1818	3593	873	493	17
CP012598_616	2768	5525	1348	761	21
CP012598_617	1126	2253	553	317	10
CP012598_618	2224	4514	1054	528	30
CP012598_619	1026	1837	451	257	6
CP012598_620	336	653	169	89	1
CP012598_621	651	1248	284	160	8
CP012598_622	1265	2572	624	350	13
CP012598_623	315	668	161	84	2
CP012598_624	1581	3180	779	460	22
CP012598_625	1624	3193	794	445	7
CP012598_626	1060	2106	519	296	11
CP012598_627	1983	3918	987	540	18
CP012598_628	1898	3775	837	465	21
CP012598_629	3193	6247	1558	885	14
CP012598_630	782	1553	376	217	5
CP012598_631	501	1023	264	137	7
CP012598_632	1024	1981	492	301	9
CP012598_633	1826	3604	882	518	13
CP012598_634	1096	2126	532	300	6
CP012598_635	1722	3448	837	492	10
CP012598_636	929	1911	493	263	9
CP012598_637	4336	8433	2148	1157	40
CP012598_638	473	925	235	133	4
CP012598_639	1484	3006	722	366	16
CP012598_640	3192	6467	1579	899	18
CP012598_641	2458	4692	1184	640	15
CP012598_642	2535	4908	1226	680	22
CP012598_643	2750	5496	1410	756	17
CP012598_644	1529	3026	759	400	12
CP012598_645	1181	2405	584	323	14
CP012598_646	1170	2282	521	274	9
CP012598_647	1275	2472	576	312	12
CP012598_648	1476	2970	750	406	13
CP012598_649	2669	5153	1215	689	14
CP012598_650	1452	2888	759	402	13
CP012598_651	1736	3503	871	495	8
CP012598_652	2365	4699	1198	663	20
CP012598_653	1914	3772	926	540	16
CP012598_654	2798	5394	1385	752	25
CP012598_655	1224	2402	605	320	10
CP012598_656	1960	4023	983	577	12
CP012598_657	1824	3691	928	499	17
CP012598_658	1324	2604	650	366	11
CP012598_659	2825	5490	1396	786	23
CP012598_660	2395	4407	1187	611	10
CP012598_661	2193	4281	1002	547	20
CP012598_662	1914	3716	867	504	23
CP012598_663	2260	4412	1126	652	20
CP012598_664	1475	3020	742	426	10
CP012598_665	738	1462	382	218	6
CP012598_666	881	1675	454	221	5
CP012598_667	481	1022	241	158	3
CP012598_668	1287	2516	617	372	7
CP012598_669	890	1784	447	246	9
CP012598_670	2576	5138	1328	716	16
CP012598_671	808	1588	400	230	14
CP012598_672	2144	4228	1014	514	29
CP012598_673	3708	7130	1802	1008	29
CP012598_674	1127	2265	550	329	3
CP012598_675	4408	8866	2162	1276	20
CP012598_676	921	1838	456	260	2
CP012598_677	3231	6648	1614	888	21
CP012598_678	2739	5411	1281	689	29
CP012598_679	149	292	65	30	1
CP012598_680	2430	4656	1145	680	16
CP012598_681	2506	4859	1149	609	25
CP012598_682	1202	2377	604	339	5
CP012598_683	1138	2310	587	338	10
CP012598_684	997	1958	446	302	7
CP012598_685	1215	2477	589	351	15
CP012598_686	1860	3553	880	497	17
CP012598_687	1601	3069	718	415	9
CP012598_688	1966	3874	899	528	12
CP012598_689	1395	2657	606	325	17
CP012598_690	1146	2337	574	309	13
CP012598_691	3169	6051	1453	827	22
CP012598_692	1458	2781	704	371	15
CP012598_693	3367	6500	1604	880	21
CP012598_694	247	452	108	66	5
CP012598_695	1338	2645	643	383	6
CP012598_696	1733	3467	781	417	22
CP012598_697	2141	4183	1053	581	26
CP012598_698	703	1377	308	173	6
CP012598_699	621	1176	261	138	3
CP012598_700	2814	5617	1447	823	28
CP012598_701	1171	2336	584	326	21
CP012598_702	4649	9091	2317	1317	35
CP012598_703	1923	3959	1000	541	13
CP012598_704	1839	3749	940	509	13
CP012598_705	1324	2727	690	349	12
CP012598_706	2708	5191	1241	663	25
CP012598_707	1984	3765	880	483	22
CP012598_708	708	1377	329	191	8
CP012598_709	1144	2261	545	307	8
CP012598_710	688	1427	348	187	4
CP012598_711	1738	3677	968	519	5
CP012598_712	2050	4045	1054	573	9
CP012598_713	810	1642	434	238	10
CP012598_714	1231	2466	658	354	6
CP012598_715	1681	3365	846	457	20
CP012598_716	1284	2456	552	306	14
CP012598_717	1570	3093	724	437	12
CP012598_718	1663	3369	853	473	16
CP012598_719	877	1754	441	230	7
CP012598_720	1357	2743	687	371	19
CP012598_721	1552	3072	733	392	12
CP012598_722	1576	3085	758	429	10
